time,user_id,seq_id,scenario,acc_magnitude,gyro_magnitude,skin_contact,heart_rate,packet_status,is_interpolated,motion_score,wear_score,data_quality_score,raw_decision,final_decision,latched_event,reason
1779982546.2424154,U1,84,normal_idle,0.0672,0.5613,1,70,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982546.809248,U1,85,normal_idle,0.0102,3.4958,1,69,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982547.2516694,U1,86,normal_idle,0.0396,2.2995,1,70,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982547.8618646,U1,87,normal_idle,0.0544,1.3479,1,69,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982548.2942865,U1,88,normal_idle,0.0278,5.5170,1,69,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982548.6843553,U1,89,normal_idle,0.0565,2.8971,1,69,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982549.1201754,U1,90,normal_idle,0.0269,2.0808,1,71,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982549.7691514,U1,91,real_fall,0.3772,50.2650,1,71,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982550.4533806,U1,92,real_fall,0.2687,42.2552,1,71,received,False,0.00,1.00,1.00,NORMAL,NORMAL,,정상 활동 범위
1779982551.4162502,U1,94,real_fall,0.4030,55.9579,1,74,received,False,0.00,1.00,0.97,NORMAL,NORMAL,,정상 활동 범위
1779982552.0184608,U1,95,real_fall,0.1306,20.9091,1,72,received,False,0.00,1.00,0.97,NORMAL,NORMAL,,정상 활동 범위
1779982552.5873573,U1,96,real_fall,0.3943,48.8869,1,74,received,False,0.00,1.00,0.97,NORMAL,NORMAL,,정상 활동 범위
1779982553.1870253,U1,97,real_fall,0.2937,41.2660,1,74,received,False,0.00,1.00,0.97,NORMAL,NORMAL,,정상 활동 범위
1779982553.7767937,U1,98,real_fall,0.2305,38.9443,1,75,received,False,0.00,1.00,0.97,NORMAL,NORMAL,,정상 활동 범위
1779982554.6276815,U1,100,real_fall,3.7546,353.2127,1,81,received,False,0.55,1.00,0.93,WARNING,WARNING,,"가속도 3.8g 충격, 충격 후 정지 미확인 → 낙상 후보 경고 (단순 충격일 수 있음)"
1779982555.1851342,U1,101,real_fall,4.2845,534.6952,1,83,received,False,0.55,1.00,0.93,WARNING,WARNING,,"가속도 4.3g 충격, 충격 후 정지 미확인 → 낙상 후보 경고 (단순 충격일 수 있음)"
1779982555.5427392,U1,102,real_fall,0.0187,11.4613,1,85,received,False,0.55,1.00,0.93,WARNING,WARNING,,"가속도 4.3g 충격, 충격 후 정지 미확인 → 낙상 후보 경고 (단순 충격일 수 있음)"
1779982555.9513035,U1,103,real_fall,0.0272,11.3914,1,87,received,False,1.00,1.00,0.93,EMERGENCY_FALL,EMERGENCY_FALL,EMERGENCY_FALL,"가속도 4.3g 충격+동반 회전, 충격 후 정지 확인, 착용 정상 → 실제 낙상 판정"
1779982556.3126163,U1,104,real_fall,0.0356,10.6356,1,89,received,False,1.00,1.00,0.93,EMERGENCY_FALL,EMERGENCY_FALL,EMERGENCY_FALL,"가속도 4.3g 충격+동반 회전, 충격 후 정지 확인, 착용 정상 → 실제 낙상 판정"
1779982557.4699786,U1,107,real_fall,0.0727,10.4773,1,93,received,False,1.00,1.00,0.90,EMERGENCY_FALL,EMERGENCY_FALL,EMERGENCY_FALL,"가속도 4.3g 충격+동반 회전, 충격 후 정지 확인, 착용 정상 → 실제 낙상 판정"
1779982558.0994666,U1,108,real_fall,0.0412,2.2318,1,94,received,False,1.00,1.00,0.90,EMERGENCY_FALL,EMERGENCY_FALL,EMERGENCY_FALL,"가속도 4.3g 충격+동반 회전, 충격 후 정지 확인, 착용 정상 → 실제 낙상 판정"
1779982558.4795508,U1,109,real_fall,0.0349,9.8251,1,95,received,False,1.00,1.00,0.90,EMERGENCY_FALL,EMERGENCY_FALL,EMERGENCY_FALL,"가속도 4.3g 충격+동반 회전, 충격 후 정지 확인, 착용 정상 → 실제 낙상 판정"
1779982558.9788115,U1,110,real_fall,0.0245,8.4608,1,96,received,False,1.00,1.00,0.90,EMERGENCY_FALL,EMERGENCY_FALL,EMERGENCY_FALL,"가속도 4.3g 충격+동반 회전, 충격 후 정지 확인, 착용 정상 → 실제 낙상 판정"
1779982559.3924208,U1,111,real_fall,0.0693,4.5079,1,98,received,False,1.00,1.00,0.93,EMERGENCY_FALL,EMERGENCY_FALL,EMERGENCY_FALL,"가속도 4.3g 충격+동반 회전, 충격 후 정지 확인, 착용 정상 → 실제 낙상 판정"
1779982559.9039235,U1,112,real_fall,0.0330,11.6588,1,98,received,False,1.00,1.00,0.93,EMERGENCY_FALL,EMERGENCY_FALL,EMERGENCY_FALL,"가속도 4.3g 충격+동반 회전, 충격 후 정지 확인, 착용 정상 → 실제 낙상 판정"
1779982560.336957,U1,113,real_fall,0.0490,2.5205,1,99,received,False,0.00,1.00,0.93,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982560.9906378,U1,114,real_fall,0.0521,3.9119,1,100,received,False,0.00,1.00,0.93,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982561.678854,U1,115,real_fall,0.0355,9.5521,1,100,received,False,0.00,1.00,0.93,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982562.0495822,U1,116,real_fall,0.0639,4.7957,1,101,received,False,0.00,1.00,0.93,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982562.6613066,U1,117,real_fall,0.0659,11.4187,1,101,received,False,0.00,1.00,0.97,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982563.2957382,U1,118,real_fall,0.0284,9.9119,1,101,received,False,0.00,1.00,1.00,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982563.6790993,U1,119,real_fall,0.0215,10.6548,1,102,received,False,0.00,1.00,1.00,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982564.2671518,U1,120,real_fall,0.0564,2.4496,1,102,received,False,0.00,1.00,1.00,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982564.6668017,U1,121,real_fall,0.0710,9.6986,1,103,received,False,0.00,1.00,1.00,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982565.3419344,U1,122,real_fall,0.0219,1.0512,1,103,received,False,0.00,1.00,1.00,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982565.7222705,U1,123,real_fall,0.0641,2.1354,1,104,received,False,0.00,1.00,1.00,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982566.2348137,U1,124,real_fall,0.0476,6.1499,1,104,received,False,0.00,1.00,1.00,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982569.088627,U1,126,real_fall,0.0591,1.9157,1,104,received,False,0.00,1.00,0.90,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982569.462008,U1,127,real_fall,0.0513,8.0974,1,104,received,False,0.00,1.00,0.90,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982569.8879943,U1,128,real_fall,0.0287,11.0189,1,105,received,False,0.00,1.00,0.90,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982570.8232973,U1,130,real_fall,0.0590,2.7064,1,105,received,False,0.00,1.00,0.87,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982571.2318823,U1,131,real_fall,0.0796,4.9256,1,106,received,False,0.00,1.00,0.87,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982571.5961971,U1,132,real_fall,0.0621,1.7037,1,106,received,False,0.00,1.00,0.87,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982572.0321114,U1,133,real_fall,0.0473,11.9650,1,106,received,False,0.00,1.00,0.87,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982572.6952524,U1,134,real_fall,0.0790,1.9838,1,106,received,False,0.00,1.00,0.87,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982573.0934038,U1,135,real_fall,0.0152,2.3448,1,106,received,False,0.00,1.00,0.87,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982574.0923877,U1,137,real_fall,0.0273,10.4713,1,106,received,False,0.00,1.00,0.93,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982574.718077,U1,138,real_fall,0.0415,3.0037,1,107,received,False,0.00,1.00,0.93,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982575.337222,U1,139,real_fall,0.0745,10.7967,1,107,received,False,0.00,1.00,0.93,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982575.953604,U1,140,real_fall,0.0486,9.1557,1,108,received,False,0.00,1.00,0.93,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982576.3574543,U1,141,real_fall,0.0151,5.8419,1,108,received,False,0.00,1.00,0.97,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982576.870746,U1,142,real_fall,0.0716,7.4924,1,108,received,False,0.00,1.00,0.97,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982577.2856164,U1,143,real_fall,0.0535,5.0497,1,108,received,False,0.00,1.00,0.97,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982578.1693916,U1,145,real_fall,0.0173,10.2973,1,108,received,False,0.00,1.00,0.93,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982578.6413429,U1,146,real_fall,0.0463,3.6306,1,108,received,False,0.00,1.00,0.93,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982579.3263524,U1,147,real_fall,0.0691,7.2516,1,108,received,False,0.00,1.00,0.93,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982579.845723,U1,148,real_fall,0.0524,3.6374,1,108,received,False,0.00,1.00,0.97,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982580.5431767,U1,149,real_fall,0.0746,8.6064,1,108,received,False,0.00,1.00,0.97,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982581.076163,U1,150,real_fall,0.0346,10.3040,1,109,received,False,0.00,1.00,0.97,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982581.590481,U1,151,real_fall,0.0772,5.6031,1,108,received,False,0.00,1.00,0.97,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982582.0726116,U1,152,real_fall,0.0469,4.0460,1,108,received,False,0.00,1.00,0.97,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982583.0328753,U1,154,real_fall,0.0736,10.3985,1,108,received,False,0.00,1.00,0.93,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982583.539111,U1,155,real_fall,0.0522,3.1089,1,108,received,False,0.00,1.00,0.93,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982583.9002838,U1,156,real_fall,0.0577,1.8995,1,108,received,False,0.00,1.00,0.97,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982584.3354242,U1,157,real_fall,0.0343,6.5642,1,108,received,False,0.00,1.00,0.97,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982585.0223567,U1,158,real_fall,0.0434,2.0507,1,108,received,False,0.00,1.00,0.97,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982585.4613342,U1,159,real_fall,0.0719,8.3840,1,107,received,False,0.00,1.00,0.97,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982585.868327,U1,160,real_fall,0.0674,2.2788,1,108,received,False,0.00,1.00,0.97,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982586.48207,U1,161,real_fall,0.0696,6.4777,1,108,received,False,0.00,1.00,0.97,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982586.9330685,U1,162,real_fall,0.0653,10.2580,1,108,received,False,0.00,1.00,0.97,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982587.5334833,U1,163,real_fall,0.0590,2.4964,1,108,received,False,0.00,1.00,0.97,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982588.2141376,U1,164,real_fall,0.0406,11.0795,1,108,received,False,0.00,1.00,0.97,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982588.5956469,U1,165,real_fall,0.0330,9.4889,1,109,received,False,0.00,1.00,1.00,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982589.0759878,U1,166,real_fall,0.0422,1.4301,1,109,received,False,0.00,1.00,1.00,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
1779982589.56876,U1,167,real_fall,0.0384,11.1817,1,108,received,False,0.00,1.00,1.00,NORMAL,EMERGENCY_FALL,EMERGENCY_FALL,낙상 이벤트 확정됨 — 시계의 'I'm OK' 또는 'Emergency SOS' 응답 대기
